10 10 16 50 50

+1.5056408142507200e+00 +7.4994995850899201e+01 +8.3116022167663198e+02 +4.9040743535153001e+02
+3.0667170921629699e-01 -2.2573597515177801e+00 +1.3262687600114401e+02 -4.3276720558498297e+01
+1.6655342649798499e+00 +8.1652799673668696e+01 +8.2906385668603400e+02 +1.0852909614256901e+03
+1.8146885357058899e+00 +7.3040756282165205e+01 +9.6032575420450996e+02 +5.2267066025411305e+02

+8.6457066168576402e-02 +4.5267539598251902e+00 -8.3734602904147404e-01 +4.0772686211378001e-02
+7.0757975602064205e-02 +5.9547056937739100e+00 -1.9224648832190800e+00 +2.5857233194367901e-01
+4.4142301118520499e-01 +5.2539507603229101e+00 -1.4936383116696199e+00 +1.7333956725116800e-01
+5.5163281110466300e-01 +5.2726483070966701e+00 -1.5669073962725100e+00 +1.9653692229092701e-01
+2.3653114492122501e-01 +5.3880332036350200e+00 -1.4180348147378099e+00 +1.3120380751216901e-01
-7.8189143203214698e+01 +2.3910265122146399e+02 -2.2922323244477499e+02 +7.3069269426524997e+01
+1.1685971748214700e-01 +5.9355760414335199e+00 -1.9145262506356799e+00 +2.5840425254712202e-01

-3.3237368336527201e-01 +4.6306428086272700e-01 +4.7820892172886598e-02 -9.6166327966181395e-03
-4.3397491671777300e-01 +1.3377594599674700e+00 -5.1421774804168696e-01 +1.5412807397524700e-01
+6.1860120021200900e-02 +4.0036628051026202e-01 +5.9419501733342803e-02 +4.0113003159862798e-02
-1.4216357295539300e-01 +7.8608012916942305e-01 -1.7661790431570801e-01 +8.7027362522545407e-02
-3.6832391211242701e+00 +1.1084061918623000e+01 -9.7324743496085198e+00 +3.1373519906345702e+00
+5.7804594901412303e+00 +4.2481043663905496e+00 -1.2931309320913600e+01 +5.6039641623863998e+00

-1.1406439008233300e+00 +1.5754309620831299e+00 +1.5150861500077399e-02 -4.1230152708572498e-02
-5.2437528299791603e-01 +5.5932229149602297e-01 +5.7797948042505098e-01 -1.4589837221339999e-01
-9.2137012965923404e-01 +8.8636637162070298e-01 +5.0592667147908199e-01 -1.4855704392558100e-01

+7.1130274997986598e-01 -1.3554969336771401e+00 +1.1690764274913901e+00 -2.8733405856569799e-01
+8.7864061232266005e-02 -8.2310583604875406e-02 +2.2756522018622102e-02 -1.2808221435716401e-03
+2.8862524329672300e-02 +1.2503925155034501e-01 -1.2931759799313100e-01 +3.0882782606178400e-02

-3.8233593929888698e-01 +7.9002072854240402e-01 -3.4866555880093603e-01 +5.9835915587617299e-02
-7.1524193355817201e-01 +1.4559437723950699e+00 -8.4329698201959102e-01 +2.2410177619832200e-01
+3.4301337795213799e-02 -1.2266252485565400e-01 +8.4527293107284907e-02 -2.7605337667557499e-02
+5.0499661728335798e-01 -1.0261689627690800e+00 +6.2043697099474304e-01 -1.2325834401596100e-01


-1.1360958843644700e-01 -1.4734021414496001e-01
+6.2134621256327505e-01 -7.9113517758866905e-03
